0,1504
1,1653
2,951
3,1693
4,930
5,584
6,1190
7,572
8,1024
9,1531
10,1064
11,645
12,1167
13,1400
14,1095
15,1064
16,1209
17,979
18,1274
19,879
20,709
21,793
22,598
23,954
24,934
25,473
26,377
27,944
28,641
29,652
30,1155
31,677
32,601
33,614
34,900
35,895
36,536
37,868
38,534
39,892
40,679
41,294
42,508
43,559
44,485
45,623
46,297
47,683
48,690
49,680
50,611
51,608
52,843
53,195
54,915
55,698
56,1069
57,533
58,786
59,562
60,384
61,401
62,921
63,631
64,629
65,605
66,687
67,407
68,543
69,689
70,1232
71,876
72,643
73,534
74,436
75,339
76,658
77,327
78,732
79,291
80,594
81,572
82,667
83,706
84,594
85,478
86,483
87,771
88,443
89,535
90,347
91,576
92,551
93,479
94,341
95,381
96,436
97,466
98,621
99,506
100,332
101,630
102,378
103,581
104,274
105,368
106,218
107,696
108,499
109,535
110,465
111,448
112,434
113,595
114,283
115,480
116,428
117,151
118,464
119,319
120,652
121,375
122,574
123,228
124,335
125,144
126,650
127,435
128,437
129,295
130,247
131,137
132,198
133,452
134,340
135,263
136,355
137,192
138,114
139,322
140,255
141,652
142,190
143,423
144,449
145,563
146,237
147,99
148,259
149,354
150,455
151,635
152,156
153,381
154,336
155,199
156,150
157,172
158,303
159,172
160,373
161,461
162,300
163,323
164,297
165,294
166,241
167,422
168,184
169,298
170,296
171,207
172,251
173,200
174,260
175,240
176,235
177,294
178,167
179,258
180,326
181,239
182,232
183,165
184,126
185,176
186,214
187,566
188,255
189,166
190,203
191,339
192,149
193,116
194,349
195,173
196,284
197,124
198,110
199,315
200,195
201,140
202,455
203,683
204,722
205,132
206,209
207,72
208,164
209,553
210,137
211,115
212,610
213,147
214,123
215,293
216,325
217,144
218,216
219,678
220,199
221,254
222,195
223,169
224,120
225,318
226,325
227,257
228,81
229,85
230,138
231,110
232,335
233,316
234,88
235,220
236,117
237,178
238,159
239,102
240,247
241,314
242,253
243,118
244,100
245,354
246,379
247,429
248,373
249,327
250,427
251,480
252,422
253,172
254,237
255,342
256,243
257,346
258,447
259,87
260,124
261,170
262,74
263,84
264,251
265,123
266,221
267,498
268,232
269,130
270,89
271,302
272,193
273,298
274,109
275,148
276,137
277,70
278,186
279,138
280,216
281,84
282,209
283,165
284,123
285,319
286,214
287,193
288,107
289,159
290,234
291,76
292,200
293,313
294,92
295,145
296,246
297,158
298,191
299,200
300,237
301,259
302,92
303,194
304,156
305,92
306,114
307,75
308,116
309,118
310,91
311,45
312,61
313,125
314,93
315,182
316,484
317,76
318,54
319,195
320,87
321,55
322,51
323,76
324,83
325,230
326,118
327,53
328,166
329,50
330,49
331,107
332,121
333,68
334,207
335,305
336,96
337,104
338,54
339,88
340,70
341,77
342,68
343,261
344,50
345,72
346,67
347,65
348,111
349,61
350,79
351,54
352,59
353,117
354,64
355,120
356,217
357,46
358,77
359,76
360,52
361,56
362,57
363,52
364,99
365,94
366,49
367,110
368,128
369,78
370,52
371,87
372,183
373,187
374,141
375,90
376,48
377,52
378,62
379,64
380,47
381,67
382,55
383,47
384,165
385,56
386,59
387,47
388,52
389,49
390,63
391,58
392,52
393,54
394,54
395,46
396,62
397,51
398,133
399,79
400,48
401,307
402,51
403,49
404,48
405,47
406,66
407,49
408,57
409,53
410,48
411,51
412,84
413,48
414,51
415,53
416,290
417,46
418,54
419,114
420,51
421,46
422,157
423,58
424,124
425,46
426,46
427,52
428,66
429,46
430,49
431,51
432,46
433,46
434,51
435,461
436,46
437,52
438,48
439,46
440,61
441,46
442,46
443,163
444,67
445,104
446,47
447,46
448,68
449,46
450,53
451,47
452,46
453,46
454,48
455,47
456,46
457,131
458,64
459,51
460,60
461,46
462,105
463,48
464,53
465,46
466,46
467,53
468,47
469,65
470,46
471,46
472,46
473,441
474,267
475,46
476,50
477,46
478,46
479,46
