0,673
1,829
2,855
3,625
4,761
5,601
6,324
7,496
8,224
9,542
10,542
11,539
12,498
13,649
14,540
15,656
16,339
17,449
18,537
19,425
20,446
21,557
22,501
23,500
24,503
25,224
26,519
27,302
28,224
29,659
30,472
31,280
32,400
33,509
34,430
35,227
36,273
37,423
38,449
39,376
40,435
41,478
42,487
43,309
44,444
45,203
46,273
47,572
48,317
49,514
50,224
51,220
52,277
53,309
54,201
55,308
56,450
57,328
58,439
59,537
60,409
61,407
62,337
63,318
64,351
65,125
66,395
67,272
68,160
69,375
70,360
71,287
72,137
73,450
74,205
75,316
76,227
77,339
78,336
79,329
80,435
81,180
82,414
83,255
84,222
85,397
86,285
87,441
88,182
89,237
90,194
91,210
92,234
93,338
94,314
95,451
96,271
97,154
98,261
99,344
100,266
101,268
102,317
103,299
104,146
105,279
106,172
107,224
108,347
109,119
110,259
111,346
112,169
113,169
114,216
115,302
116,128
117,203
118,248
119,418
120,117
121,333
122,181
123,278
124,109
125,211
126,131
127,199
128,321
129,92
130,354
131,144
132,209
133,182
134,171
135,175
136,191
137,149
138,204
139,105
140,262
141,133
142,269
143,299
144,116
145,166
146,119
147,186
148,223
149,333
150,116
151,111
152,143
153,185
154,292
155,176
156,139
157,347
158,219
159,105
160,104
161,109
162,94
163,176
164,210
165,150
166,174
167,126
168,285
169,171
170,210
171,61
172,294
173,105
174,153
175,141
176,106
177,274
178,102
179,75
180,84
181,80
182,199
183,174
184,136
185,165
186,221
187,166
188,78
189,124
190,43
191,71
192,301
193,181
194,147
195,78
196,232
197,345
198,213
199,91
200,96
201,229
202,53
203,100
204,78
205,184
206,97
207,172
208,101
209,146
210,172
211,182
212,61
213,62
214,94
215,244
216,68
217,153
218,100
219,192
220,75
221,179
222,77
223,173
224,265
225,89
226,84
227,202
228,98
229,71
230,134
231,69
232,130
233,80
234,205
235,50
236,82
237,89
238,163
239,250
240,91
241,80
242,133
243,374
244,107
245,61
246,74
247,60
248,173
249,40
250,164
251,123
252,90
253,67
254,53
255,52
256,67
257,69
258,54
259,142
260,75
261,80
262,30
263,196
264,272
265,197
266,380
267,38
268,49
269,48
270,87
271,321
272,30
273,75
274,208
275,181
276,68
277,36
278,118
279,105
280,56
281,40
282,58
283,48
284,67
285,87
286,46
287,54
288,60
289,54
290,69
291,41
292,47
293,48
294,59
295,73
296,27
297,55
298,32
299,49
300,49
301,61
302,80
303,44
304,45
305,134
306,44
307,83
308,51
309,144
310,124
311,29
312,47
313,213
314,132
315,111
316,51
317,53
318,94
319,93
320,32
321,41
322,81
323,74
324,57
325,27
326,146
327,128
328,35
329,142
330,54
331,45
332,41
333,48
334,57
335,182
336,40
337,55
338,56
339,50
340,47
341,70
342,54
343,89
344,38
345,25
346,43
347,35
348,130
349,41
350,60
351,28
352,40
353,196
354,134
355,36
356,93
357,203
358,46
359,32
360,94
361,52
362,75
363,42
364,43
365,64
366,75
367,75
368,96
369,66
370,31
371,30
372,51
373,31
374,44
375,51
376,30
377,52
378,81
379,82
380,50
381,34
382,108
383,70
384,167
385,104
386,40
387,39
388,36
389,42
390,33
391,76
392,22
393,90
394,66
395,168
396,64
397,32
398,96
399,74
400,200
401,64
402,46
403,84
404,74
