0,925
1,1364
2,1359
3,892
4,697
5,664
6,1088
7,417
8,734
9,651
10,1137
11,736
12,565
13,479
14,535
15,551
16,550
17,546
18,699
19,505
20,431
21,244
22,394
23,516
24,407
25,375
26,364
27,669
28,600
29,426
30,714
31,461
32,392
33,456
34,466
35,465
36,339
37,350
38,352
39,280
40,414
41,402
42,385
43,621
44,299
45,335
46,231
47,466
48,641
49,339
50,530
51,360
52,482
53,556
54,596
55,528
56,361
57,549
58,242
59,484
60,436
61,482
62,453
63,426
64,401
65,314
66,226
67,543
68,533
69,391
70,405
71,385
72,452
73,460
74,382
75,316
76,385
77,291
78,264
79,485
80,387
81,452
82,164
83,294
84,508
85,195
86,430
87,250
88,321
89,407
90,225
91,287
92,606
93,270
94,199
95,371
96,270
97,260
98,332
99,157
100,186
101,322
102,241
103,574
104,358
105,230
106,471
107,186
108,295
109,282
110,271
111,147
112,483
113,143
114,186
115,334
116,221
117,166
118,423
119,216
120,348
121,299
122,142
123,263
124,183
125,260
126,240
127,268
128,281
129,107
130,253
131,184
132,147
133,251
134,253
135,344
136,199
137,292
138,274
139,163
140,196
141,287
142,253
143,149
144,208
145,106
146,301
147,235
148,174
149,159
150,159
151,176
152,121
153,301
154,295
155,260
156,315
157,131
158,299
159,128
160,137
161,370
162,263
163,162
164,183
165,251
166,156
167,253
168,151
169,136
170,166
171,189
172,157
173,234
174,218
175,115
176,254
177,291
178,228
179,389
180,106
181,234
182,84
183,163
184,112
185,154
186,285
187,164
188,237
189,258
190,202
191,114
192,327
193,134
194,162
195,132
196,169
197,121
198,185
199,175
200,192
201,231
202,87
203,129
204,108
205,353
206,306
207,205
208,133
209,55
210,100
211,163
212,210
213,208
214,198
215,134
216,107
217,175
218,121
219,194
220,156
221,208
222,138
223,259
224,116
225,113
226,119
227,77
228,78
229,165
230,153
231,117
232,202
233,158
234,65
235,100
236,216
237,249
238,263
239,176
240,84
241,74
242,83
243,234
244,131
245,85
246,193
247,151
248,126
249,153
250,188
251,221
252,117
253,250
254,77
255,225
256,155
257,145
258,84
259,105
260,66
261,164
262,207
263,130
264,189
265,66
266,142
267,110
268,156
269,64
270,85
271,156
272,113
273,152
274,259
275,208
276,112
277,87
278,143
279,96
280,277
281,110
282,138
283,128
284,231
285,73
286,135
287,78
288,126
289,107
290,68
291,196
292,62
293,174
294,120
295,232
296,220
297,87
298,98
299,61
300,139
301,75
302,149
303,105
304,128
305,102
306,141
307,121
308,132
309,95
310,107
311,135
312,231
313,131
314,65
315,110
316,102
317,104
318,93
319,77
320,172
321,203
322,212
323,93
324,210
325,74
326,136
327,79
328,87
329,100
330,211
331,111
332,65
333,70
334,217
335,74
336,92
337,84
338,178
339,141
340,126
341,72
342,240
343,65
344,238
345,90
346,84
347,135
348,182
349,79
350,183
351,49
352,103
353,118
354,140
355,168
356,159
357,161
358,131
359,126
360,91
361,163
362,85
363,113
364,346
365,113
366,189
367,123
368,69
369,62
370,68
371,87
372,100
373,105
374,81
375,175
376,67
377,137
378,150
379,108
380,94
381,67
382,82
383,123
384,48
385,93
386,166
387,78
388,108
389,77
390,101
391,113
392,54
393,90
394,124
395,158
396,212
397,115
398,121
399,177
400,102
401,129
402,100
403,97
404,187
405,88
406,106
407,44
408,275
409,114
410,108
411,53
412,69
413,55
414,112
415,112
416,272
417,145
418,163
419,80
420,116
421,91
422,148
423,78
424,88
425,70
426,51
427,136
428,87
429,141
430,79
431,196
432,91
433,104
434,155
435,88
436,138
437,119
438,104
439,97
440,73
441,111
442,177
443,135
444,170
445,91
446,67
447,73
448,154
449,127
450,137
451,83
452,165
453,87
454,106
455,134
456,111
457,147
458,75
459,72
460,181
461,120
462,85
463,115
464,55
465,81
466,121
467,56
468,46
469,74
470,40
471,95
472,59
473,93
474,249
475,132
476,183
477,173
478,139
479,48
480,153
481,48
482,86
483,93
484,159
485,232
486,77
487,63
488,162
489,136
490,59
491,75
492,70
493,149
494,128
495,91
496,81
497,59
498,61
499,62
500,82
501,97
502,104
503,52
504,94
505,117
506,47
507,160
508,184
509,86
510,140
511,154
512,49
513,86
514,120
515,66
516,139
517,73
518,38
519,84
520,75
521,79
522,49
523,156
524,81
525,88
526,96
527,98
528,59
529,106
530,112
531,92
532,90
533,79
534,43
535,62
536,40
537,114
538,42
539,80
540,116
541,94
542,79
543,112
544,55
545,118
546,51
547,143
548,181
